Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Release Date,Team,Rating,Times Listed,Number of Reviews,Genres,Plays,Playing,Backlogs,Wishlist
Red Dead Redemption,X360,2010,Action,Take-Two Interactive,3.7,1.97,0.09,0.57,6.34,2010-05-18,"Rockstar Games, Rockstar North",4.2,1500.0,1500.0,"Adventure, RPG, Shooter",13000.0,218.0,2400.0,1600.0
Super Mario Sunshine,GC,2002,Platform,Nintendo,4.01,1.26,0.87,0.17,6.31,2002-07-19,"Nintendo EAD, Nintendo",3.7,1700.0,1700.0,"Adventure, Platform",14000.0,403.0,3300.0,1000.0
Super Mario Sunshine,GC,2002,Platform,Nintendo,4.01,1.26,0.87,0.17,6.31,2020-09-18,"Nintendo EAD, Nintendo",3.7,19.0,19.0,"Adventure, Platform",340.0,6.0,83.0,14.0
World of Warcraft,PC,2004,Role-Playing,Activision,0.07,6.21,0.0,0.0,6.28,2004-11-23,Blizzard Entertainment,3.5,369.0,369.0,"Adventure, RPG",4500.0,115.0,139.0,74.0
Gears of War,X360,2006,Shooter,Microsoft Game Studios,3.54,1.9,0.07,0.6,6.11,2006-11-07,"Microsoft Game Studios, Epic Games",3.5,522.0,522.0,Shooter,5300.0,37.0,545.0,307.0
Metal Gear Solid 2: Sons of Liberty,PS2,2001,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05,2001-11-13,"Konami Computer Entertainment Japan, Konami",4.4,1800.0,1800.0,Adventure,10000.0,161.0,2600.0,1400.0
Sonic the Hedgehog 2,GEN,1992,Platform,Sega,4.47,1.2,0.16,0.19,6.03,1992-11-21,"Sonic Team, Sega",3.7,1200.0,1200.0,"Adventure, Platform",10000.0,56.0,883.0,228.0
Sonic the Hedgehog 2,GEN,1992,Platform,Sega,4.47,1.2,0.16,0.19,6.03,1992-10-16,"Aspect Co. Ltd, Sega",2.8,157.0,157.0,"Adventure, Arcade, Platform",1400.0,6.0,173.0,45.0
Metal Gear Solid 4: Guns of the Patriots,PS3,2008,Action,Konami Digital Entertainment,2.63,1.74,0.83,0.83,6.03,2008-06-12,"Kojima Productions, Konami",3.9,1200.0,1200.0,"Adventure, Shooter, Tactical",7700.0,94.0,2500.0,1300.0
Metal Gear Solid,PS,1998,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24,6.03,1998-09-03,"Microsoft, Konami Computer Entertainment Japan",4.2,1900.0,1900.0,"Adventure, Tactical",12000.0,287.0,3000.0,1600.0
The Last of Us,PS3,2013,Action,Sony Computer Entertainment Europe,2.41,2.28,0.28,1.01,5.99,2013-06-14,"Naughty Dog, Sony Computer Entertainment",4.2,2000.0,2000.0,"Adventure, Shooter",17000.0,205.0,2000.0,1400.0
LittleBigPlanet,PS3,2008,Platform,Sony Computer Entertainment,2.8,2.05,0.17,0.9,5.92,2008-10-27,"Media Molecule, Sony Computer Entertainment",3.6,405.0,405.0,Platform,6000.0,21.0,403.0,219.0
Resident Evil 2,PS,1998,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82,2019-01-25,"Capcom, Capcom Development Division 1",4.3,2500.0,2500.0,"Adventure, Shooter",15000.0,585.0,3600.0,1900.0
Resident Evil 2,PS,1998,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82,2019-01-25,"Capcom, Capcom Development Division 1",4.3,2500.0,2500.0,"Adventure, Shooter",15000.0,585.0,3600.0,1900.0
Resident Evil 2,PS,1998,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82,1998-01-21,"Capcom, Factor 5",4.2,1100.0,1100.0,"Adventure, Shooter",5500.0,54.0,1100.0,597.0
Resident Evil 2,PS,1998,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82,2019-01-25,"Capcom, Capcom Development Division 1",4.3,2500.0,2500.0,"Adventure, Shooter",15000.0,585.0,3600.0,1900.0
Resident Evil 2,PS,1998,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82,1998-01-21,"Capcom, Factor 5",4.2,1100.0,1100.0,"Adventure, Shooter",5500.0,54.0,1100.0,597.0
Tetris,NES,1988,Puzzle,Nintendo,2.97,0.69,1.81,0.11,5.58,1989-11-01,Nintendo,4.1,688.0,688.0,"Arcade, Puzzle",9600.0,54.0,175.0,66.0
Tetris,NES,1988,Puzzle,Nintendo,2.97,0.69,1.81,0.11,5.58,1989-11-01,Nintendo,4.1,688.0,688.0,"Arcade, Puzzle",9600.0,54.0,175.0,66.0
Tetris,NES,1988,Puzzle,Nintendo,2.97,0.69,1.81,0.11,5.58,1989-05-14,Nintendo,4.0,197.0,197.0,Puzzle,2500.0,18.0,76.0,21.0
Assassin's Creed II,PS3,2009,Action,Ubisoft,2.54,1.95,0.21,0.87,5.57,2009-11-17,"Ubisoft Montreal, Ubisoft Entertainment",3.8,1300.0,1300.0,"Adventure, Platform",16000.0,140.0,1500.0,521.0
Assassin's Creed II,PS3,2009,Action,Ubisoft,2.54,1.95,0.21,0.87,5.57,2009-11-17,"Ubisoft Montreal, Ubisoft Entertainment",3.8,1300.0,1300.0,"Adventure, Platform",16000.0,140.0,1500.0,521.0
Super Smash Bros.,N64,1999,Fighting,Nintendo,2.95,0.6,1.97,0.04,5.55,1999-01-21,"Nintendo, HAL Laboratory",3.4,688.0,688.0,"Fighting, Platform",9800.0,20.0,279.0,207.0
Super Smash Bros.,N64,1999,Fighting,Nintendo,2.95,0.6,1.97,0.04,5.55,1999-01-21,"Nintendo, HAL Laboratory",3.4,688.0,688.0,"Fighting, Platform",9800.0,20.0,279.0,207.0
Assassin's Creed,X360,2007,Adventure,Ubisoft,3.28,1.65,0.07,0.55,5.55,2007-11-13,"Ubisoft Montreal, Ubisoft Entertainment",2.9,801.0,801.0,"Adventure, Platform",13000.0,118.0,1200.0,496.0
Assassin's Creed,X360,2007,Adventure,Ubisoft,3.28,1.65,0.07,0.55,5.55,2007-11-13,"Ubisoft Montreal, Ubisoft Entertainment",2.9,801.0,801.0,"Adventure, Platform",13000.0,118.0,1200.0,496.0
Assassin's Creed,X360,2007,Adventure,Ubisoft,3.28,1.65,0.07,0.55,5.55,2007-11-13,"Ubisoft Montreal, Ubisoft Entertainment",2.9,801.0,801.0,"Adventure, Platform",13000.0,118.0,1200.0,496.0
Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive Entertainment,2.7,1.91,0.11,0.8,5.53,2011-10-18,"DC Entertainment, Rocksteady Studios",4.1,1600.0,1600.0,"Adventure, Brawler",16000.0,192.0,2700.0,651.0
Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive Entertainment,2.7,1.91,0.11,0.8,5.53,2011-10-18,"DC Entertainment, Rocksteady Studios",4.1,1600.0,1600.0,"Adventure, Brawler",16000.0,192.0,2700.0,651.0
Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive Entertainment,2.7,1.91,0.11,0.8,5.53,2011-10-18,"DC Entertainment, Rocksteady Studios",4.1,1600.0,1600.0,"Adventure, Brawler",16000.0,192.0,2700.0,651.0
Mario Kart: Super Circuit,GBA,2001,Racing,Nintendo,2.62,1.64,0.99,0.23,5.47,2001-07-21,Nintendo,2.8,389.0,389.0,Racing,3700.0,24.0,256.0,101.0
Super Mario World,GBA,2001,Platform,Nintendo,3.21,1.11,0.95,0.2,5.46,1990-11-21,"Nintendo, Nintendo EAD",4.2,2100.0,2100.0,"Adventure, Platform",18000.0,218.0,1700.0,460.0
Minecraft,PS3,2014,Misc,Sony Computer Entertainment,1.97,2.51,0.0,0.94,5.42,2011-11-18,Mojang Studios,4.3,2300.0,2300.0,"Adventure, Simulator",33000.0,1800.0,1100.0,230.0
Minecraft,PS3,2014,Misc,Sony Computer Entertainment,1.97,2.51,0.0,0.94,5.42,2011-11-18,Mojang Studios,4.3,2300.0,2300.0,"Adventure, Simulator",33000.0,1800.0,1100.0,230.0
Minecraft,PS3,2014,Misc,Sony Computer Entertainment,1.97,2.51,0.0,0.94,5.42,2011-11-18,Mojang Studios,4.3,2300.0,2300.0,"Adventure, Simulator",33000.0,1800.0,1100.0,230.0
Minecraft,PS3,2014,Misc,Sony Computer Entertainment,1.97,2.51,0.0,0.94,5.42,2017-09-20,Mojang Studios,4.2,571.0,571.0,"Adventure, Simulator",11000.0,509.0,412.0,85.0
Assassin's Creed III,X360,2012,Action,Ubisoft,3.13,1.71,0.03,0.44,5.3,2012-10-30,"Ubisoft Entertainment, Ubisoft Montreal",3.0,707.0,707.0,"Adventure, Strategy",12000.0,72.0,1200.0,390.0
Final Fantasy IX,PS,2000,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,5.3,2000-07-07,"Square, Square Electronic Arts",4.3,1600.0,1600.0,"RPG, Turn Based Strategy",6800.0,350.0,3600.0,1200.0
Assassin's Creed II,X360,2009,Action,Ubisoft,3.1,1.56,0.08,0.51,5.27,2009-11-17,"Ubisoft Montreal, Ubisoft Entertainment",3.8,1300.0,1300.0,"Adventure, Platform",16000.0,140.0,1500.0,521.0
Assassin's Creed II,X360,2009,Action,Ubisoft,3.1,1.56,0.08,0.51,5.27,2009-11-17,"Ubisoft Montreal, Ubisoft Entertainment",3.8,1300.0,1300.0,"Adventure, Platform",16000.0,140.0,1500.0,521.0
Professor Layton and the Curious Village,DS,2007,Puzzle,Nintendo,1.22,2.48,1.03,0.52,5.26,2007-02-15,"Nintendo, Level-5",3.7,439.0,439.0,"Point-and-Click, Puzzle, Visual Novel",4200.0,128.0,879.0,407.0
Super Mario Bros. 3,GBA,2003,Platform,Nintendo,2.93,1.25,0.83,0.2,5.2,1988-10-23,"Nintendo R&D4, Nintendo",4.0,1600.0,1600.0,Platform,14000.0,109.0,1400.0,362.0
Super Mario Bros. 3,GBA,2003,Platform,Nintendo,2.93,1.25,0.83,0.2,5.2,1988-10-23,"Nintendo R&D4, Nintendo",4.0,1600.0,1600.0,Platform,14000.0,109.0,1400.0,362.0
Super Mario Bros. 3,GBA,2003,Platform,Nintendo,2.93,1.25,0.83,0.2,5.2,1988-10-23,"Nintendo R&D4, Nintendo",4.0,1600.0,1600.0,Platform,14000.0,109.0,1400.0,362.0
Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15,1995-11-21,"Nintendo, Rare",4.2,1200.0,1200.0,"Adventure, Platform",6600.0,115.0,1600.0,455.0
Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15,1995-11-21,"Nintendo, Rare",4.2,1200.0,1200.0,"Adventure, Platform",6600.0,115.0,1600.0,455.0
Tomodachi Life,3DS,2013,Simulation,Nintendo,0.96,2.02,1.89,0.28,5.15,2013-04-18,"Nintendo SPD Group No. 1, Nintendo",3.7,281.0,281.0,"Adventure, Simulator",3400.0,59.0,180.0,133.0
Kirby's Dream Land,GB,1992,Platform,Nintendo,2.71,0.61,1.7,0.11,5.13,1992-04-27,"HAL Laboratory, Nintendo",3.2,691.0,691.0,Platform,5300.0,22.0,411.0,178.0
Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision,3.21,1.53,0.01,0.38,5.13,2014-11-03,"Activision, Sledgehammer Games",2.5,415.0,415.0,Shooter,5200.0,13.0,308.0,151.0
Resident Evil 5,PS3,2009,Action,Capcom,1.96,1.43,1.08,0.65,5.11,2009-03-05,Capcom,3.1,1000.0,1000.0,"Adventure, Shooter",10000.0,176.0,1600.0,561.0
Grand Theft Auto V,XOne,2014,Action,Take-Two Interactive,2.66,2.01,0.0,0.41,5.08,2013-09-17,"Rockstar North, Rockstar Games",3.8,2100.0,2100.0,"Adventure, Shooter",30000.0,829.0,3200.0,664.0
Grand Theft Auto V,XOne,2014,Action,Take-Two Interactive,2.66,2.01,0.0,0.41,5.08,2013-09-17,"Rockstar North, Rockstar Games",3.8,2100.0,2100.0,"Adventure, Shooter",30000.0,829.0,3200.0,664.0
Grand Theft Auto V,XOne,2014,Action,Take-Two Interactive,2.66,2.01,0.0,0.41,5.08,2013-09-17,"Rockstar North, Rockstar Games",3.8,2100.0,2100.0,"Adventure, Shooter",30000.0,829.0,3200.0,664.0
Super Mario Bros.,GB,1999,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07,1985-09-13,"Nintendo, Nintendo R&D4",3.5,1500.0,1500.0,"Adventure, Platform",18000.0,59.0,733.0,237.0
Resident Evil,PS,1996,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,2002-03-22,"Capcom, Capcom Production Studio 4",4.3,1000.0,1000.0,"Adventure, Puzzle",4000.0,93.0,1100.0,470.0
Resident Evil,PS,1996,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,1996-03-22,"Capcom, Capcom Planning Room 2",3.7,688.0,688.0,"Adventure, Puzzle",3400.0,41.0,577.0,323.0
Guitar Hero III: Legends of Rock,PS2,2007,Misc,Activision,3.49,0.01,0.01,1.48,4.98,2007-10-28,"Neversoft Entertainment, Activision",3.9,489.0,489.0,"Music, Simulator",6900.0,21.0,174.0,78.0
Fallout 3,X360,2008,Role-Playing,Bethesda Softworks,3.39,1.03,0.09,0.44,4.96,2008-10-28,"ZeniMax Media, Bethesda Game Studios",3.4,894.0,894.0,"RPG, Shooter",12000.0,162.0,2000.0,589.0
Uncharted: Drake's Fortune,PS3,2007,Action,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94,2007-11-16,"Naughty Dog, Sony Computer Entertainment, Inc. (SCEI)",3.1,882.0,882.0,"Adventure, Platform, Shooter",12000.0,98.0,1200.0,460.0
Assassin's Creed,PS3,2007,Adventure,Ubisoft,1.91,2.0,0.09,0.83,4.83,2007-11-13,"Ubisoft Montreal, Ubisoft Entertainment",2.9,801.0,801.0,"Adventure, Platform",13000.0,118.0,1200.0,496.0
Assassin's Creed,PS3,2007,Adventure,Ubisoft,1.91,2.0,0.09,0.83,4.83,2007-11-13,"Ubisoft Montreal, Ubisoft Entertainment",2.9,801.0,801.0,"Adventure, Platform",13000.0,118.0,1200.0,496.0
Assassin's Creed,PS3,2007,Adventure,Ubisoft,1.91,2.0,0.09,0.83,4.83,2007-11-13,"Ubisoft Montreal, Ubisoft Entertainment",2.9,801.0,801.0,"Adventure, Platform",13000.0,118.0,1200.0,496.0
Crash Team Racing,PS,1999,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,1999-09-30,"Naughty Dog, Sony Computer Entertainment, Inc. (SCEI)",4.0,455.0,455.0,Racing,4800.0,18.0,327.0,165.0
Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76,2011-10-18,"DC Entertainment, Rocksteady Studios",4.1,1600.0,1600.0,"Adventure, Brawler",16000.0,192.0,2700.0,651.0
Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76,2011-10-18,"DC Entertainment, Rocksteady Studios",4.1,1600.0,1600.0,"Adventure, Brawler",16000.0,192.0,2700.0,651.0
Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76,2011-10-18,"DC Entertainment, Rocksteady Studios",4.1,1600.0,1600.0,"Adventure, Brawler",16000.0,192.0,2700.0,651.0
Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1.87,1.12,1.32,0.37,4.68,2008-11-16,"Nintendo, Nintendo EAD Group No. 2",3.4,232.0,232.0,Simulator,3100.0,17.0,215.0,129.0
The Lord of the Rings: The Two Towers,PS2,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,2002-10-21,"Electronic Arts, Hypnos Entertainment",3.3,100.0,100.0,"Adventure, Brawler",1600.0,8.0,172.0,72.0
Tomb Raider,PS,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,2013-03-04,"Square Enix, Crystal Dynamics",3.5,896.0,896.0,"Adventure, Platform, Puzzle, Shooter",15000.0,175.0,2700.0,508.0
Tomb Raider,PS,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,2013-03-04,"Square Enix, Crystal Dynamics",3.5,896.0,896.0,"Adventure, Platform, Puzzle, Shooter",15000.0,175.0,2700.0,508.0
Tomb Raider,PS,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,2013-03-04,"Square Enix, Crystal Dynamics",3.5,896.0,896.0,"Adventure, Platform, Puzzle, Shooter",15000.0,175.0,2700.0,508.0
Tomb Raider,PS,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,1996-10-25,"Eidos Interactive, Core Design",3.3,395.0,395.0,"Adventure, Platform, Puzzle, Shooter",2700.0,45.0,773.0,263.0
Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,3.06,1.12,0.0,0.44,4.62,2007-10-28,"Neversoft Entertainment, Activision",3.9,489.0,489.0,"Music, Simulator",6900.0,21.0,174.0,78.0
The Legend of Zelda: A Link to the Past,SNES,1991,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,1991-11-21,"Nintendo EAD, St. GIGA",4.1,1700.0,1700.0,"Adventure, Puzzle, RPG",13000.0,360.0,3200.0,911.0
The Legend of Zelda: A Link to the Past,SNES,1991,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,1991-11-21,"Nintendo EAD, St. GIGA",4.1,1700.0,1700.0,"Adventure, Puzzle, RPG",13000.0,360.0,3200.0,911.0
Luigi's Mansion: Dark Moon,3DS,2013,Action,Nintendo,1.78,1.39,1.1,0.3,4.58,2013-03-20,"Nintendo, Next Level Games",3.3,377.0,377.0,Adventure,4300.0,68.0,1100.0,418.0
Splatoon,WiiU,2015,Shooter,Nintendo,1.55,1.15,1.44,0.43,4.57,2015-05-28,"Nintendo EAD Group No. 2, Nintendo",3.7,509.0,509.0,"Platform, Shooter",6100.0,28.0,320.0,227.0
The Last of Us,PS4,2014,Action,Sony Computer Entertainment,1.78,1.87,0.07,0.82,4.55,2013-06-14,"Naughty Dog, Sony Computer Entertainment",4.2,2000.0,2000.0,"Adventure, Shooter",17000.0,205.0,2000.0,1400.0
Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3.19,0.92,0.01,0.42,4.53,2007-10-28,"Neversoft Entertainment, Activision",3.9,489.0,489.0,"Music, Simulator",6900.0,21.0,174.0,78.0
Uncharted: The Nathan Drake Collection,PS4,2015,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47,2015-10-07,"Naughty Dog, Sony Computer Entertainment, Inc. (SCEI)",4.1,363.0,363.0,"Adventure, Platform, Shooter",4300.0,137.0,1300.0,319.0
Call of Duty: Advanced Warfare,PS3,2014,Shooter,Activision,1.54,1.94,0.19,0.77,4.45,2014-11-03,"Activision, Sledgehammer Games",2.5,415.0,415.0,Shooter,5200.0,13.0,308.0,151.0
God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,2018-04-20,"Sony Interactive Entertainment, SIE Santa Monica Studio",4.2,2900.0,2900.0,"Adventure, Brawler, RPG",21000.0,1100.0,4800.0,2600.0
God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,2005-03-22,"SCE Santa Monica Studio, Sony Computer Entertainment",3.6,981.0,981.0,"Adventure, Brawler, Strategy",11000.0,158.0,1500.0,896.0
God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,2018-04-20,"Sony Interactive Entertainment, SIE Santa Monica Studio",4.2,2900.0,2900.0,"Adventure, Brawler, RPG",21000.0,1100.0,4800.0,2600.0
God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,2018-04-20,"Sony Interactive Entertainment, SIE Santa Monica Studio",4.2,2900.0,2900.0,"Adventure, Brawler, RPG",21000.0,1100.0,4800.0,2600.0
The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,2.82,1.05,0.13,0.4,4.39,2006-03-20,"Bethesda Game Studios, 2K Games",3.7,725.0,725.0,"Adventure, RPG",8100.0,183.0,1900.0,563.0
Zelda II: The Adventure of Link,NES,1987,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,1987-01-14,"Nintendo, Nintendo EAD",2.6,756.0,756.0,"Adventure, RPG",4500.0,55.0,1100.0,290.0
Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35,2006-11-11,"Insomniac Games, Sony Computer Entertainment, Inc. (SCEI)",3.0,194.0,194.0,"Adventure, Shooter",1300.0,16.0,280.0,119.0
Sonic the Hedgehog,GEN,1991,Platform,Sega,3.03,0.91,0.26,0.13,4.34,1991-06-23,"Sonic Team, Sega",3.1,1100.0,1100.0,Platform,12000.0,60.0,804.0,243.0
Sonic the Hedgehog,GEN,1991,Platform,Sega,3.03,0.91,0.26,0.13,4.34,1991-06-23,"Sonic Team, Sega",3.1,1100.0,1100.0,Platform,12000.0,60.0,804.0,243.0
Sonic the Hedgehog,GEN,1991,Platform,Sega,3.03,0.91,0.26,0.13,4.34,1991-06-23,"Sonic Team, Sega",3.1,1100.0,1100.0,Platform,12000.0,60.0,804.0,243.0
Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,2005-12-22,"Buena Vista Games, Square Enix",4.3,1200.0,1200.0,"Adventure, RPG",9600.0,137.0,1600.0,652.0
FIFA 14,X360,2013,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31,2013-09-24,"EA Sports, EA Canada",3.2,92.0,92.0,Sport,2200.0,8.0,52.0,13.0
Call of Duty: Advanced Warfare,X360,2014,Shooter,Activision,2.75,1.18,0.0,0.37,4.31,2014-11-03,"Activision, Sledgehammer Games",2.5,415.0,415.0,Shooter,5200.0,13.0,308.0,151.0
Fable II,X360,2008,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31,2008-10-21,"Lionhead Studios, Microsoft Game Studios",3.6,310.0,310.0,"Adventure, RPG",3200.0,22.0,580.0,271.0
Halo 5: Guardians,XOne,2015,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26,2015-10-27,"343 Industries, Microsoft Studios",2.5,500.0,500.0,Shooter,3500.0,31.0,602.0,257.0
Super Mario 3D World,WiiU,2013,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25,2013-11-21,Nintendo,3.9,1100.0,1100.0,"Adventure, Platform",9600.0,93.0,787.0,432.0
Super Mario 3D World,WiiU,2013,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25,2013-11-21,Nintendo,3.9,1100.0,1100.0,"Adventure, Platform",9600.0,93.0,787.0,432.0
Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25,2009-08-25,"Eidos Interactive, Rocksteady Studios",3.9,1400.0,1400.0,"Adventure, Brawler",17000.0,232.0,2300.0,672.0
Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,2004-11-17,"Konami Computer Entertainment Japan, Konami",4.5,1500.0,1500.0,"Adventure, Shooter, Tactical",9200.0,118.0,2400.0,1300.0
Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,2004-11-17,"Konami Computer Entertainment Japan, Konami",4.5,1500.0,1500.0,"Adventure, Shooter, Tactical",9200.0,118.0,2400.0,1300.0
Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,2004-11-17,"Konami Computer Entertainment Japan, Konami",4.5,1500.0,1500.0,"Adventure, Shooter, Tactical",9200.0,118.0,2400.0,1300.0
The Legend of Zelda: Ocarina of Time,3DS,2011,Action,Nintendo,2.03,1.27,0.62,0.3,4.21,1998-11-21,"Nintendo, Nintendo EAD",4.3,2200.0,2200.0,"Adventure, RPG",17000.0,433.0,3000.0,1400.0
The Legend of Zelda: Ocarina of Time,3DS,2011,Action,Nintendo,2.03,1.27,0.62,0.3,4.21,1998-11-21,"Nintendo, Nintendo EAD",4.3,2200.0,2200.0,"Adventure, RPG",17000.0,433.0,3000.0,1400.0
The Legend of Zelda: Ocarina of Time,3DS,2011,Action,Nintendo,2.03,1.27,0.62,0.3,4.21,1998-11-21,"Nintendo, Nintendo EAD",4.3,2200.0,2200.0,"Adventure, RPG",17000.0,433.0,3000.0,1400.0
Uncharted 4: A Thief's End,PS4,2016,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2,2016-05-10,"Naughty Dog, Sony Interactive Entertainment",4.1,1800.0,1800.0,"Adventure, Shooter",14000.0,177.0,2700.0,1200.0
Uncharted 4: A Thief's End,PS4,2016,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2,2016-05-10,"Naughty Dog, Sony Interactive Entertainment",4.1,1800.0,1800.0,"Adventure, Shooter",14000.0,177.0,2700.0,1200.0
Half-Life,PC,1997,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,1998-11-19,"Sierra Entertainment, Valve",4.0,1300.0,1300.0,"Adventure, Puzzle, Shooter",13000.0,322.0,2900.0,892.0
Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,1995-08-05,"Nintendo EAD, Nintendo",4.1,1100.0,1100.0,Platform,7100.0,141.0,1500.0,360.0
Street Fighter II Turbo,SNES,1992,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,1993-07-11,Capcom,3.7,174.0,174.0,Fighting,1600.0,5.0,89.0,50.0
Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,2015-11-09,"Bethesda Game Studios, Bethesda Softworks",3.1,1000.0,1000.0,"RPG, Shooter",16000.0,407.0,2900.0,752.0
Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,2015-11-09,"Bethesda Game Studios, Bethesda Softworks",3.1,1000.0,1000.0,"RPG, Shooter",16000.0,407.0,2900.0,752.0
Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08,2010-10-19,"Obsidian Entertainment, Bandai Namco Entertainment",4.3,2000.0,2000.0,"RPG, Shooter",16000.0,756.0,5000.0,1400.0
Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08,2010-10-19,"Obsidian Entertainment, Bandai Namco Entertainment",4.3,2000.0,2000.0,"RPG, Shooter",16000.0,756.0,5000.0,1400.0
Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08,2010-10-19,"Obsidian Entertainment, Bandai Namco Entertainment",4.3,2000.0,2000.0,"RPG, Shooter",16000.0,756.0,5000.0,1400.0
God of War II,PS2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,2007-03-13,"Sony Computer Entertainment, Inc. (SCEI), SIE Santa Monica Studio",4.0,936.0,936.0,"Adventure, Brawler, Platform",9300.0,89.0,1300.0,687.0
God of War II,PS2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,2007-03-13,"Sony Computer Entertainment, Inc. (SCEI), SIE Santa Monica Studio",4.0,936.0,936.0,"Adventure, Brawler, Platform",9300.0,89.0,1300.0,687.0
Far Cry 4,PS4,2014,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03,2014-11-18,Ubisoft Montreal,3.2,558.0,558.0,"Adventure, Shooter, Tactical",8500.0,90.0,1300.0,442.0
